ntdid,name,mode,servicetype,time,Small_Systems_Waiver_Fl,Begin_Tm,End_Tm,Rail_Cars_Num,vmt,vmt_rev,V_Pc_Deadmiles,Pass_Car_Sched_Rev_Miles_Num,Pass_Car_Hrs_Num,Pass_Car_Rev_Hrs_Num,V_Pc_Deadhours,Veh_Oper_Num,Veh_Miles_Num,Veh_Rev_Miles_Num,Train_Deadmiles,Veh_Hrs_Num,Veh_Rev_Hours_Num,Train_Deadhours,Charter_Hrs_Num,School_Bus_Hrs_Num,Unl_Pass_Trips_Num,Ada_Unl_Pass_Trips_Num,Sponsored_Service,pmt,Days_Operated_Num,Strike_Days_Num,Emergency_Days_Num
1102,Connecticut Department of Transportation,CR,PT,Annual Total,N,,,,1557836,1160894,396942,1250714,30308,23493,6815,,412716,309181,103535,8011,6228,1783,,,624172,,,13570719,365,0,1
1105,Cape Cod Regional Transit Authority,CB,PT,Average Weekday - AM Peak,N,605,,2,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,CB,PT,Average Weekday - Midday,N,,,2,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,CB,PT,Average Weekday - PM Peak,N,,1930,2,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,CB,PT,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,CB,PT,Average Typical Weekday,N,605,1930,2,550,522,28,522,12,11,1,,,,0,,,0,,,230,,,15870,251,,
1105,Cape Cod Regional Transit Authority,CB,PT,Average Typical Saturday,N,605,1930,2,320,303,17,303,12,10,2,,,,0,,,0,,,99,,,6830,52,,
1105,Cape Cod Regional Transit Authority,CB,PT,Average Typical Sunday,N,605,1930,2,350,331,19,331,12,10,2,,,,0,,,0,,,99,,,6830,51,,
1105,Cape Cod Regional Transit Authority,CB,PT,Annual Total,N,,,,172613,163779,8834,163779,4139,3942,197,,,,0,,,0,,,67642,,,4667298,354,,
1105,Cape Cod Regional Transit Authority,DR,PT,Average Weekday - AM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,DR,PT,Average Weekday - Midday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,DR,PT,Average Weekday - PM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,DR,PT,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,DR,PT,Average Typical Weekday,N,605,1930,58,10905,9840,1065,,764,666,98,,,,0,,,0,,,1352,,,13790,251,,
1105,Cape Cod Regional Transit Authority,DR,PT,Average Typical Saturday,N,825,1930,45,7000,4585,2415,,325,285,40,,,,0,,,0,,,700,,,7140,52,,
1105,Cape Cod Regional Transit Authority,DR,PT,Average Typical Sunday,N,825,1930,30,4000,2679,1321,,222,185,37,,,,0,,,0,,,400,,,4080,51,,
1105,Cape Cod Regional Transit Authority,DR,PT,Annual Total,N,,,,3305155,2869097,436058,,219039,191338,27701,,,,0,,,0,,,396080,33883,0,4040016,354,,
1105,Cape Cod Regional Transit Authority,DT,PT,Average Weekday - AM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,DT,PT,Average Weekday - Midday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,DT,PT,Average Weekday - PM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,DT,PT,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,DT,PT,Average Typical Weekday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,DT,PT,Average Typical Saturday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,DT,PT,Average Typical Sunday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,DT,PT,Annual Total,N,,,70,1020009,1020009,0,,63751,63751,0,,,,0,,,0,,,55884,55884,,838260,251,,
1105,Cape Cod Regional Transit Authority,MB,PT,Average Weekday - AM Peak,N,605,,21,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,MB,PT,Average Weekday - Midday,N,,,21,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,MB,PT,Average Weekday - PM Peak,N,,1930,21,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,MB,PT,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1105,Cape Cod Regional Transit Authority,MB,PT,Average Typical Weekday,N,605,1930,21,3766,3305,461,4072,262,236,26,,,,0,,,0,,,1700,,,28730,251,,
1105,Cape Cod Regional Transit Authority,MB,PT,Average Typical Saturday,N,825,1930,20,2260,2050,210,3000,213,197,16,,,,0,,,0,,,650,,,10985,52,,
1105,Cape Cod Regional Transit Authority,MB,PT,Average Typical Sunday,N,825,1930,19,2260,2050,210,2400,125,117,8,,,,0,,,0,,,400,,,6760,51,,
1105,Cape Cod Regional Transit Authority,MB,PT,Annual Total,N,,,,1179027,1040856,138171,1300590,83216,75318,7898,,,,0,,,0,,,480405,,,8118845,354,,
1107,Milford Transit District,DR,DO,Average Weekday - AM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1107,Milford Transit District,DR,DO,Average Weekday - Midday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1107,Milford Transit District,DR,DO,Average Weekday - PM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1107,Milford Transit District,DR,DO,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1107,Milford Transit District,DR,DO,Average Typical Weekday,N,600,1830,11,1039,967,72,,74,70,4,,,,0,,,0,,,197,,,957,257,0,0
1107,Milford Transit District,DR,DO,Average Typical Saturday,N,600,1700,2,129,114,15,,16,14,2,,,,0,,,0,,,40,,,225,53,0,0
1107,Milford Transit District,DR,DO,Average Typical Sunday,N,1000,1700,1,63,57,6,,7,6,1,,,,0,,,0,,,16,,,70,52,0,0
1107,Milford Transit District,DR,DO,Annual Total,N,,,,277136,257525,19611,,20230,19044,1186,,,,0,,,0,,,53113,53113,0,261514,362,0,0
1107,Milford Transit District,MB,DO,Average Weekday - AM Peak,N,600,1100,6,,,0,,,,0,,,,0,,,0,,,,,,,,,
1107,Milford Transit District,MB,DO,Average Weekday - Midday,N,1100,1600,4,,,0,,,,0,,,,0,,,0,,,,,,,,,
1107,Milford Transit District,MB,DO,Average Weekday - PM Peak,N,1600,2200,6,,,0,,,,0,,,,0,,,0,,,,,,,,,
1107,Milford Transit District,MB,DO,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1107,Milford Transit District,MB,DO,Average Typical Weekday,N,600,2200,6,918,907,11,908,69,68,1,,,,0,,,0,,,1302,,,5533,260,0,1
1107,Milford Transit District,MB,DO,Average Typical Saturday,N,600,2200,5,802,791,11,792,53,52,1,,,,0,,,0,,,1126,,,5765,53,0,0
1107,Milford Transit District,MB,DO,Average Typical Sunday,N,900,2000,1,144,141,3,142,11,10,1,,,,0,,,0,,,256,,,1267,52,0,0
1107,Milford Transit District,MB,DO,Annual Total,N,,,,288674,285075,3599,285440,21321,20956,365,,,,0,,,0,0,0,411510,,,1810009,365,0,1
1108,Greater Hartford Ridesharing Corporation - The Rideshare Company,VP,DO,Average Weekday - AM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1108,Greater Hartford Ridesharing Corporation - The Rideshare Company,VP,DO,Average Weekday - Midday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1108,Greater Hartford Ridesharing Corporation - The Rideshare Company,VP,DO,Average Weekday - PM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1108,Greater Hartford Ridesharing Corporation - The Rideshare Company,VP,DO,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1108,Greater Hartford Ridesharing Corporation - The Rideshare Company,VP,DO,Average Typical Weekday,N,,,237,18744,18744,0,,445,445,0,,,,0,,,0,,,2876,,,114684,257,0,0
1108,Greater Hartford Ridesharing Corporation - The Rideshare Company,VP,DO,Average Typical Saturday,N,,,2,375,375,0,,8,8,0,,,,0,,,0,,,33,,,1303,53,0,0
1108,Greater Hartford Ridesharing Corporation - The Rideshare Company,VP,DO,Average Typical Sunday,N,,,5,509,509,0,,12,12,0,,,,0,,,0,,,68,,,2700,56,0,0
1108,Greater Hartford Ridesharing Corporation - The Rideshare Company,VP,DO,Annual Total,N,,,,4864113,4864113,0,,115375,115375,0,,,,0,,,0,,,744701,,,29694050,366,0,0
1112,South Portland Bus Service,MB,DO,Average Weekday - AM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1112,South Portland Bus Service,MB,DO,Average Weekday - Midday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1112,South Portland Bus Service,MB,DO,Average Weekday - PM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1112,South Portland Bus Service,MB,DO,Average Weekday - Other,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1112,South Portland Bus Service,MB,DO,Average Typical Weekday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1112,South Portland Bus Service,MB,DO,Average Typical Saturday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1112,South Portland Bus Service,MB,DO,Average Typical Sunday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1112,South Portland Bus Service,MB,DO,Annual Total,Y,,,,,196295,-196295,,,14375,-14375,,,,0,,,0,,,247370,,,,,,
1114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,MB,DO,Average Weekday - AM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,MB,DO,Average Weekday - Midday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,MB,DO,Average Weekday - PM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,MB,DO,Average Weekday - Other,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,MB,DO,Average Typical Weekday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,MB,DO,Average Typical Saturday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,MB,DO,Average Typical Sunday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,MB,DO,Annual Total,Y,,,,,448501,-448501,,,18927,-18927,,,,0,,,0,,,165467,,,,,,
1115,Northern New England Passenger Rail Authority,CR,PT,Average Weekday - AM Peak,N,545,1100,10,,1578,-1578,,,,0,2,,,0,,,0,,,377,,,,,,
1115,Northern New England Passenger Rail Authority,CR,PT,Average Weekday - Midday,N,1100,1520,10,,1578,-1578,,,,0,2,,,0,,,0,,,331,,,,,,
1115,Northern New England Passenger Rail Authority,CR,PT,Average Weekday - PM Peak,N,1520,2010,10,,1127,-1127,,,,0,2,,,0,,,0,,,489,,,,,,
1115,Northern New England Passenger Rail Authority,CR,PT,Average Weekday - Other,N,,,5,,902,-902,,,,0,1,,,0,,,0,,,110,,,,,,
1115,Northern New England Passenger Rail Authority,CR,PT,Average Typical Weekday,N,545,145,10,5245,5245,0,5266,148,148,0,2,1144,1144,0,33,33,0,,,1518,,,117864,256,,
1115,Northern New England Passenger Rail Authority,CR,PT,Average Typical Saturday,N,600,145,10,5165,5165,0,5037,142,142,0,2,1146,1146,0,34,34,0,,,1284,,,116307,55,,
1115,Northern New England Passenger Rail Authority,CR,PT,Average Typical Sunday,N,600,145,10,5165,5165,0,5037,142,142,0,2,1146,1146,0,34,34,0,,,1284,,,116307,55,,
1115,Northern New England Passenger Rail Authority,CR,PT,Annual Total,N,,,,1910892,1910892,0,1902166,53508,53508,0,,418997,418997,0,12188,12188,0,,,528282,,,42849090,366,,
1117,Plymouth & Brockton Street Railway Company,CB,DO,Average Weekday - AM Peak,N,445,1000,22,,,0,,,,0,,,,0,,,0,,,,,,,,,
1117,Plymouth & Brockton Street Railway Company,CB,DO,Average Weekday - Midday,N,1000,1500,14,,,0,,,,0,,,,0,,,0,,,,,,,,,
1117,Plymouth & Brockton Street Railway Company,CB,DO,Average Weekday - PM Peak,N,1500,2100,22,,,0,,,,0,,,,0,,,0,,,,,,,,,
1117,Plymouth & Brockton Street Railway Company,CB,DO,Average Weekday - Other,N,,,4,,,0,,,,0,,,,0,,,0,,,,,,,,,
1117,Plymouth & Brockton Street Railway Company,CB,DO,Average Typical Weekday,N,310,120,22,3475,2943,532,2943,92,77,15,,,,0,,,0,,,1481,,,92994,261,,
1117,Plymouth & Brockton Street Railway Company,CB,DO,Average Typical Saturday,N,310,125,5,2306,2122,184,2122,61,58,3,,,,0,,,0,,,826,,,51866,52,,
1117,Plymouth & Brockton Street Railway Company,CB,DO,Average Typical Sunday,N,310,125,5,2390,2122,268,2122,63,58,5,,,,0,,,0,,,812,,,51018,53,,
1117,Plymouth & Brockton Street Railway Company,CB,DO,Annual Total,N,,,,1153636,1087974,65662,990960,30535,28783,1752,,,,0,,,0,,,472432,,,29672270,366,,
1118,MetroWest Regional Transit Authority,DR,PT,Average Weekday - AM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1118,MetroWest Regional Transit Authority,DR,PT,Average Weekday - Midday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1118,MetroWest Regional Transit Authority,DR,PT,Average Weekday - PM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1118,MetroWest Regional Transit Authority,DR,PT,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1118,MetroWest Regional Transit Authority,DR,PT,Average Typical Weekday,N,630,2200,24,2870,2695,175,,199,184,15,,,,0,,,0,,,405,,,4050,256,,
1118,MetroWest Regional Transit Authority,DR,PT,Average Typical Saturday,N,830,2200,22,1670,1570,100,,99,89,10,,,,0,,,0,,,150,,,1500,51,,
1118,MetroWest Regional Transit Authority,DR,PT,Average Typical Sunday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1118,MetroWest Regional Transit Authority,DR,PT,Annual Total,N,,,,819935,769639,50296,,71885,67853,4032,,,,0,,,0,,,111226,72597,0,1112260,307,,
1118,MetroWest Regional Transit Authority,MB,PT,Average Weekday - AM Peak,N,630,,24,,,0,,,,0,,,,0,,,0,,,,,,,,,
1118,MetroWest Regional Transit Authority,MB,PT,Average Weekday - Midday,N,,,24,,,0,,,,0,,,,0,,,0,,,,,,,,,
1118,MetroWest Regional Transit Authority,MB,PT,Average Weekday - PM Peak,N,,2030,24,,,0,,,,0,,,,0,,,0,,,,,,,,,
1118,MetroWest Regional Transit Authority,MB,PT,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1118,MetroWest Regional Transit Authority,MB,PT,Average Typical Weekday,N,630,2030,24,2773,2773,0,2900,160,160,0,,,,0,,,0,,,1439,,,9354,255,,
1118,MetroWest Regional Transit Authority,MB,PT,Average Typical Saturday,N,830,1730,24,1410,1410,0,1410,88,88,0,,,,0,,,0,,,703,,,4569,51,,
1118,MetroWest Regional Transit Authority,MB,PT,Average Typical Sunday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1118,MetroWest Regional Transit Authority,MB,PT,Annual Total,N,,,,779053,779053,0,810900,45288,45288,0,,,,0,,,0,,,402928,,,2619032,306,,
1119,University Of New Hampshire - University Transportation Services,MB,DO,Average Weekday - AM Peak,N,730,1100,22,,,0,,,,0,,,,0,,,0,,,,,,,,,
1119,University Of New Hampshire - University Transportation Services,MB,DO,Average Weekday - Midday,N,1100,1500,18,,,0,,,,0,,,,0,,,0,,,,,,,,,
1119,University Of New Hampshire - University Transportation Services,MB,DO,Average Weekday - PM Peak,N,1500,1800,22,,,0,,,,0,,,,0,,,0,,,,,,,,,
1119,University Of New Hampshire - University Transportation Services,MB,DO,Average Weekday - Other,N,,,6,,,0,,,,0,,,,0,,,0,,,,,,,,,
1119,University Of New Hampshire - University Transportation Services,MB,DO,Average Typical Weekday,N,540,2359,22,1654,1568,86,1611,118,90,28,,,,0,,,0,,,4096,,,10773,246,0,2
1119,University Of New Hampshire - University Transportation Services,MB,DO,Average Typical Saturday,N,850,2359,7,770,653,117,808,66,45,21,,,,0,,,0,,,1023,,,9433,30,0,0
1119,University Of New Hampshire - University Transportation Services,MB,DO,Average Typical Sunday,N,850,2359,7,836,821,15,824,69,53,16,,,,0,,,0,,,649,,,4996,31,0,1
1119,University Of New Hampshire - University Transportation Services,MB,DO,Annual Total,N,,,,445660,422372,23288,407716,34223,25706,8517,,,,0,,,0,0,0,1094611,,,3088045,307,0,3
1122,"Jalbert Leasing, Inc. dba C&J",CB,DO,Average Weekday - AM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1122,"Jalbert Leasing, Inc. dba C&J",CB,DO,Average Weekday - Midday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1122,"Jalbert Leasing, Inc. dba C&J",CB,DO,Average Weekday - PM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1122,"Jalbert Leasing, Inc. dba C&J",CB,DO,Average Weekday - Other,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1122,"Jalbert Leasing, Inc. dba C&J",CB,DO,Average Typical Weekday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1122,"Jalbert Leasing, Inc. dba C&J",CB,DO,Average Typical Saturday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1122,"Jalbert Leasing, Inc. dba C&J",CB,DO,Average Typical Sunday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1122,"Jalbert Leasing, Inc. dba C&J",CB,DO,Annual Total,Y,,,,,2080314,-2080314,,,63420,-63420,,,,0,,,0,,,630565,,,,,,
1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,DR,PT,Average Weekday - AM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,DR,PT,Average Weekday - Midday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,DR,PT,Average Weekday - PM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,DR,PT,Average Weekday - Other,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,DR,PT,Average Typical Weekday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,DR,PT,Average Typical Saturday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,DR,PT,Average Typical Sunday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,DR,PT,Annual Total,Y,,,,,80238,-80238,,,5693,-5693,,,,0,,,0,,,13984,,,,,,
1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,MB,PT,Average Weekday - AM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,MB,PT,Average Weekday - Midday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,MB,PT,Average Weekday - PM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,MB,PT,Average Weekday - Other,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,MB,PT,Average Typical Weekday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,MB,PT,Average Typical Saturday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,MB,PT,Average Typical Sunday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,MB,PT,Annual Total,Y,,,,,4947,-4947,,,272,-272,,,,0,,,0,,,90,,,,,,
1125,Berkshire Regional Transit Authority Council on Aging,DR,PT,Average Weekday - AM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1125,Berkshire Regional Transit Authority Council on Aging,DR,PT,Average Weekday - Midday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1125,Berkshire Regional Transit Authority Council on Aging,DR,PT,Average Weekday - PM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1125,Berkshire Regional Transit Authority Council on Aging,DR,PT,Average Weekday - Other,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1125,Berkshire Regional Transit Authority Council on Aging,DR,PT,Average Typical Weekday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1125,Berkshire Regional Transit Authority Council on Aging,DR,PT,Average Typical Saturday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1125,Berkshire Regional Transit Authority Council on Aging,DR,PT,Average Typical Sunday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1125,Berkshire Regional Transit Authority Council on Aging,DR,PT,Annual Total,Y,,,,,201040,-201040,,,20623,-20623,,,,0,,,0,,,53317,,16602,,,,
1126,Worcester Regional Transit Authority COA,DR,PT,Average Weekday - AM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1126,Worcester Regional Transit Authority COA,DR,PT,Average Weekday - Midday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1126,Worcester Regional Transit Authority COA,DR,PT,Average Weekday - PM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1126,Worcester Regional Transit Authority COA,DR,PT,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1126,Worcester Regional Transit Authority COA,DR,PT,Average Typical Weekday,N,900,1600,15,1066,958,108,,74,64,10,,,,0,,,0,,,170,,,1065,243,,
1126,Worcester Regional Transit Authority COA,DR,PT,Average Typical Saturday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1126,Worcester Regional Transit Authority COA,DR,PT,Average Typical Sunday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1126,Worcester Regional Transit Authority COA,DR,PT,Annual Total,N,,,,259119,232778,26341,,18007,15560,2447,,,,0,,,0,,,41421,5689,,259585,243,,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,DR,PT,Average Weekday - AM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,DR,PT,Average Weekday - Midday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,DR,PT,Average Weekday - PM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,DR,PT,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,DR,PT,Average Typical Weekday,N,600,2400,28,2958,2431,527,,238,195,43,,,,0,,,0,,,329,,,2285,257,,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,DR,PT,Average Typical Saturday,N,600,2400,7,806,698,108,,56,55,1,,,,0,,,0,,,90,,,578,53,,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,DR,PT,Average Typical Sunday,N,900,1700,2,204,177,27,,15,14,1,,,,0,,,0,,,24,,,125,49,,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,DR,PT,Annual Total,N,,,,812934,670544,142390,,64784,53692,11092,,,,0,,,0,,,90357,86209,4148,623915,359,,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,MB,PT,Average Weekday - AM Peak,N,530,930,29,,,0,,,,0,,,,0,,,0,,,,,,,,,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,MB,PT,Average Weekday - Midday,N,930,1430,32,,,0,,,,0,,,,0,,,0,,,,,,,,,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,MB,PT,Average Weekday - PM Peak,N,1430,1830,34,,,0,,,,0,,,,0,,,0,,,,,,,,,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,MB,PT,Average Weekday - Other,N,,,12,,,0,,,,0,,,,0,,,0,,,,,,,,,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,MB,PT,Average Typical Weekday,N,530,15,34,4032,3535,497,3535,313,290,23,,,,0,,,0,,,8168,,,14763,257,,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,MB,PT,Average Typical Saturday,N,530,15,12,1684,1505,179,1505,173,166,7,,,,0,,,0,,,5011,,,8802,53,,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,MB,PT,Average Typical Sunday,N,915,1730,10,967,887,80,887,81,78,3,,,,0,,,0,,,1244,,,2279,49,,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,MB,PT,Annual Total,N,,,,1172772,1031595,141177,1031595,93509,87096,6413,,,,0,,,0,,,2425629,,,4372389,359,,
1130,Connecticut Department of Transportation -CTTRANSIT New Britain ,MB,PT,Average Weekday - AM Peak,N,515,,11,,,0,,,,0,,,,0,,,0,,,,,,,,,
1130,Connecticut Department of Transportation -CTTRANSIT New Britain ,MB,PT,Average Weekday - Midday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
1130,Connecticut Department of Transportation -CTTRANSIT New Britain ,MB,PT,Average Weekday - PM Peak,N,,1845,11,,,0,,,,0,,,,0,,,0,,,,,,,,,
1130,Connecticut Department of Transportation -CTTRANSIT New Britain ,MB,PT,Average Weekday - Other,N,,,4,,,0,,,,0,,,,0,,,0,,,,,,,,,
1130,Connecticut Department of Transportation -CTTRANSIT New Britain ,MB,PT,Average Typical Weekday,N,515,2300,11,2234,2032,202,2032,151,137,14,,,,0,,,0,,,3140,,,19946,255,,
1130,Connecticut Department of Transportation -CTTRANSIT New Britain ,MB,PT,Average Typical Saturday,N,600,1900,7,1501,1426,75,1426,105,100,5,,,,0,,,0,,,166,,,1067,54,,
1130,Connecticut Department of Transportation -CTTRANSIT New Britain ,MB,PT,Average Typical Sunday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
